#,Visible?,Starred?,Bio View:1107 Proteins in 1006 Clusters,Accession Number,Molecular Weight,Protein Grouping Ambiguity,Fisher's Exact Test (p-value)*(p < 0.00375),Quantitative Profile,C1,PX1-I,PX2,PX1-P
,TRUE,Empty,"3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBADH PE=1 SV=2",3HIDH_HUMAN,35 kDa,,0.48,[],10,9,13,19
,TRUE,Empty,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2,CAH2_HUMAN,29 kDa,,0.19,[],11,16,7,18
,TRUE,Empty,Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1,F6TLX2_HUMAN (+2),55 kDa,,0.29,[],11,6,8,25
,TRUE,Empty,Proteasome subunit alpha type (Fragment) OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1,H0YL69_HUMAN (+2),26 kDa,,0.15,[],14,3,7,22
,TRUE,Empty,60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2,RL13A_HUMAN,24 kDa,,0.34,[],13,15,11,10
,TRUE,Empty,Serpin B9 OS=Homo sapiens OX=9606 GN=SERPINB9 PE=1 SV=1,SPB9_HUMAN,42 kDa,,0.019,[],16,14,2,20
,TRUE,Empty,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3,sp|O96000|NDUBA_HUMAN,21 kDa,,0.34,[],12,20,10,10
,TRUE,Empty,Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=2,sp|P14927|QCR7_HUMAN,14 kDa,,0.24,[],13,2,21,16
,TRUE,Empty,60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4,sp|P26373|RL13_HUMAN,24 kDa,,0.037,[],17,16,8,11
,TRUE,Empty,T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,sp|P40227|TCPZ_HUMAN,58 kDa,,0.46,[],13,10,12,17
,TRUE,Empty,Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3,sp|Q15404|RSU1_HUMAN,32 kDa,,0.012,[],23,12,8,9
,TRUE,Empty,"Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=3",AL1B1_HUMAN,57 kDa,,0.51,[],16,8,17,11
,TRUE,Empty,Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens OX=9606 GN=ACSL1 PE=1 SV=1,B7Z3Z9_HUMAN (+3),59 kDa,,0.097,[],17,16,9,10
,TRUE,Empty,Cluster of Protein mago nashi homolog OS=Homo sapiens OX=9606 GN=MAGOH PE=1 SV=1 (sp|P61326|MGN_HUMAN),sp|P61326|MGN_HUMAN [2],17 kDa,TRUE,0.49,[],11,7,14,18
,TRUE,Empty,    Protein mago nashi homolog OS=Homo sapiens OX=9606 GN=MAGOH PE=1 SV=1,sp|P61326|MGN_HUMAN,17 kDa,TRUE,0.55,[],9,3,12,14
,TRUE,Empty,    Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1,MGN2_HUMAN,17 kDa,TRUE,0.52,[],8,4,12,14
,TRUE,Empty,Thy-1 membrane glycoprotein (Fragment) OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=8,E9PIM6_HUMAN (+2),17 kDa,,0.11,[],11,6,23,11
,TRUE,Empty,60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2,RL10A_HUMAN,25 kDa,,0.2,[],17,15,12,7
,TRUE,Empty,Isoform 2 of Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1,sp|Q04760-2|LGUL_HUMAN (+1),19 kDa,,0.47,[],8,12,11,18
,TRUE,Empty,"Isoform 2 of Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2",sp|Q9UJZ1-2|STML2_HUMAN (+1),33 kDa,,0.44,[],12,12,16,11
,TRUE,Empty,Cluster of Isoform 2 of Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A (sp|P20340-2|RAB6A_HUMAN),sp|P20340-2|RAB6A_HUMAN [3],24 kDa,TRUE,0.073,[],18,22,31,29
,TRUE,Empty,    Isoform 2 of Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A,sp|P20340-2|RAB6A_HUMAN (+1),24 kDa,TRUE,0.13,[],18,22,30,29
,TRUE,Empty,    Ras-related protein Rab-6B OS=Homo sapiens OX=9606 GN=RAB6B PE=1 SV=1,sp|Q9NRW1|RAB6B_HUMAN,23 kDa,TRUE,0.43,[],16,14,23,26
,TRUE,Empty,"Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",EFTU_HUMAN,50 kDa,,0.33,[],12,3,20,13
,TRUE,Empty,"Catenin (Cadherin-associated protein), alpha 1, 102kDa, isoform CRA_a OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1",G3XAM7_HUMAN (+2),93 kDa,,0.077,[],11,12,3,21
,TRUE,Empty,Serum amyloid P-component OS=Homo sapiens OX=9606 GN=APCS PE=1 SV=2,SAMP_HUMAN,25 kDa,,0.29,[],10,9,7,22
,TRUE,Empty,Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1,sp|P30740|ILEU_HUMAN,43 kDa,,0.058,[],19,11,9,9
,TRUE,Empty,Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1,CYTC_HUMAN,16 kDa,,0.081,[],14,10,4,12
,TRUE,Empty,Isoform 2 of Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3,sp|P31942-2|HNRH3_HUMAN (+2),35 kDa,,0.46,[],11,16,11,12
,TRUE,Empty,Cluster of Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2 (SRP14_HUMAN),SRP14_HUMAN,15 kDa,TRUE,0.39,[],16,11,15,7
,TRUE,Empty,    Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2,SRP14_HUMAN,15 kDa,TRUE,0.45,[],16,11,15,7
,TRUE,Empty,Cluster of BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=2 (A0A087WZT3_HUMAN),A0A087WZT3_HUMAN,17 kDa,TRUE,0.072,[],10,9,2,8
,TRUE,Empty,    BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1,sp|Q9H3K6|BOLA2_HUMAN,10 kDa,TRUE,0.13,[],10,8,2,8
,TRUE,Empty,Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1,A0A087WUQ6_HUMAN (+1),22 kDa,,0.18,[],5,17,13,14
,TRUE,Empty,BTB/POZ domain-containing protein KCTD12 OS=Homo sapiens OX=9606 GN=KCTD12 PE=1 SV=1,KCD12_HUMAN,36 kDa,,0.29,[],9,18,7,15
,TRUE,Empty,U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1,LSM2_HUMAN,11 kDa,,0.058,[],19,10,9,8
,TRUE,Empty,Isoform 2 of Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1,sp|P06748-2|NPM_HUMAN (+1),29 kDa,,0.00079,"Control high, PEX eye - bi low",22,10,,17
,TRUE,Empty,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,sp|Q14152|EIF3A_HUMAN,167 kDa,,0.1,[],20,6,12,10
,TRUE,Empty,60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=1,F2Z388_HUMAN (+1),11 kDa,,0.46,[],6,16,11,16
,TRUE,Empty,"HLA class II histocompatibility antigen, DRB1-1 beta chain OS=Homo sapiens OX=9606 GN=HLA-DRB1 PE=1 SV=2",2B11_HUMAN (+1),30 kDa,,0.25,[],7,9,14,18
,TRUE,Empty,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=1,A0A087WW66_HUMAN (+2),106 kDa,,0.24,[],13,10,9,16
,TRUE,Empty,Immunoglobulin heavy constant alpha 1 (Fragment) OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=1,A0A286YEY1_HUMAN (+1),43 kDa,,0.21,[],8,12,16,12
,TRUE,Empty,Palmitoyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=PPT1 PE=1 SV=1,A0A286YFF7_HUMAN (+2),37 kDa,,0.34,[],13,13,11,10
,TRUE,Empty,Quinone oxidoreductase (Fragment) OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1,A6NP24_HUMAN (+1),26 kDa,,0.28,[],6,3,12,23
,TRUE,Empty,Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2,CKAP4_HUMAN,66 kDa,,0.39,[],17,4,16,10
,TRUE,Empty,60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1,RL23A_HUMAN,18 kDa,,0.34,[],13,10,9,15
,TRUE,Empty,"Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3",sp|P00505|AATM_HUMAN,48 kDa,,0.12,[],15,15,8,9
,TRUE,Empty,Isoform A1-A of Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1,sp|P09651-2|ROA1_HUMAN (+1),34 kDa,,0.022,[],1,5,19,10
,TRUE,Empty,Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2,sp|P49458|SRP09_HUMAN,10 kDa,,0.19,[],6,9,14,17
,TRUE,Empty,60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2,sp|P61313|RL15_HUMAN,24 kDa,,0.15,[],2,15,10,9
,TRUE,Empty,Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1,F5H013_HUMAN (+3),8 kDa,,0.48,[],10,9,15,13
,TRUE,Empty,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1,RS7_HUMAN,22 kDa,TRUE,0.24,[],16,14,12,6
,TRUE,Empty,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=2",A0A0A0MSE2_HUMAN (+6),35 kDa,,0.29,[],15,7,10,12
,TRUE,Empty,Glutathione peroxidase (Fragment) OS=Homo sapiens OX=9606 GN=GPX4 PE=1 SV=1,K7ERP4_HUMAN,18 kDa,,0.094,[],5,4,16,15
,TRUE,Empty,"Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2",TXTP_HUMAN,34 kDa,,0.29,[],15,9,11,10
,TRUE,Empty,Isoform 2 of Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA,sp|P53621-2|COPA_HUMAN (+1),139 kDa,,0.46,[],13,13,13,6
,TRUE,Empty,40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=1,A0A087WTT6_HUMAN (+1),6 kDa,,0.11,[],12,18,5,10
,TRUE,Empty,40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3,RS26_HUMAN,13 kDa,,0.29,[],13,9,9,14
,TRUE,Empty,Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1,A0A0C4DGQ5_HUMAN (+2),34 kDa,,0.51,[],4,7,8,16
,TRUE,Empty,60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=1,M0R117_HUMAN (+3),18 kDa,,0.17,[],4,14,12,15
,TRUE,Empty,Opticin OS=Homo sapiens OX=9606 GN=OPTC PE=1 SV=1,OPT_HUMAN,37 kDa,,0.45,[],5,5,8,24
,TRUE,Empty,40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1,RS28_HUMAN,8 kDa,,0.091,[],15,10,9,10
,TRUE,Empty,"Isoform Heart of ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C",sp|P36542-2|ATPG_HUMAN (+1),33 kDa,,0.062,[],10,5,21,8
,TRUE,Empty,Isoform 2 of Utrophin OS=Homo sapiens OX=9606 GN=UTRN,sp|P46939-2|UTRO_HUMAN (+1),395 kDa,,0.053,[],17,15,7,2
,TRUE,Empty,Isoform 3 of Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3,sp|Q15417-3|CNN3_HUMAN (+1),31 kDa,,0.51,[],6,2,12,24
,TRUE,Empty,Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,ERH_HUMAN,12 kDa,,0.19,[],13,6,10,8
,TRUE,Empty,60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2,RL35A_HUMAN,13 kDa,,0.16,[],5,12,11,17
,TRUE,Empty,40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1,E9PR30_HUMAN (+1),11 kDa,,0.23,[],10,18,8,8
,TRUE,Empty,MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=2,B9A067_HUMAN (+4),79 kDa,,0.22,[],5,10,13,16
,TRUE,Empty,Myeloid-derived growth factor (Fragment) OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1,M0QXF7_HUMAN (+2),10 kDa,,0.084,[],13,9,5,14
,TRUE,Empty,Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1,RHG01_HUMAN,50 kDa,,0.53,[],9,11,10,13
,TRUE,Empty,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 OS=Homo sapiens OX=9606 GN=NDUFA3 PE=1 SV=1,NDUA3_HUMAN (+1),9 kDa,,0.56,[],5,,6,3
,TRUE,Empty,Cluster of Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=1 (A0A0G2JPR0_HUMAN),A0A0G2JPR0_HUMAN [10],193 kDa,TRUE,0.29,[],16,9,14,5
,TRUE,Empty,    Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=1,A0A0G2JPR0_HUMAN (+5),193 kDa,TRUE,0.53,[],12,9,14,5
,TRUE,Empty,    Complement C4-B OS=Homo sapiens OX=9606 GN=C4B_2 PE=1 SV=1,A0A0G2JL54_HUMAN (+3),188 kDa,TRUE,0.28,[],10,5,8,1
,TRUE,Empty,Cluster of Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1 (A0A0A0MSQ0_HUMAN),A0A0A0MSQ0_HUMAN [5],69 kDa,TRUE,0.18,[],9,8,4,21
,TRUE,Empty,    Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,A0A0A0MSQ0_HUMAN (+3),69 kDa,TRUE,0.23,[],9,8,4,17
,TRUE,Empty,    Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6,sp|P13796|PLSL_HUMAN,70 kDa,TRUE,0.5,[],,,,9
,TRUE,Empty,Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,A0A0A0MTH3_HUMAN (+2),55 kDa,,0.28,[],9,9,16,7
,TRUE,Empty,N-acetyl-D-glucosamine kinase OS=Homo sapiens OX=9606 GN=NAGK PE=1 SV=3,C9JEV6_HUMAN (+3),32 kDa,,0.34,[],12,4,10,17
,TRUE,Empty,Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1,SSRD_HUMAN,19 kDa,,0.4,[],6,13,10,12
,TRUE,Empty,Isoform Alpha-6X1A of Integrin alpha-6 OS=Homo sapiens OX=9606 GN=ITGA6,sp|P23229-2|ITA6_HUMAN (+7),119 kDa,,0.19,[],14,8,11,9
,TRUE,Empty,Isoform 5 of Glycogen debranching enzyme OS=Homo sapiens OX=9606 GN=AGL,sp|P35573-2|GDE_HUMAN (+2),173 kDa,,0.42,[],9,15,13,4
,TRUE,Empty,Isoform 2 of V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1,sp|P36543-2|VATE1_HUMAN (+1),24 kDa,,0.34,[],12,8,10,13
,TRUE,Empty,Isoform 1 of Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1,sp|Q13642-1|FHL1_HUMAN (+2),32 kDa,,0.0028,"Control low, PEX eye - bi high",,,24,19
,TRUE,Empty,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2,sp|Q86VP6|CAND1_HUMAN,136 kDa,,0.044,[],15,7,4,6
,TRUE,Empty,Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1,D6RAF8_HUMAN (+7),23 kDa,TRUE,0.34,[],18,16,19,17
,TRUE,Empty,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,PCBP1_HUMAN,37 kDa,TRUE,0.0028,"Control high, PEX eye - bi low",23,13,2,8
,TRUE,Empty,Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=3 SV=2,K7N7A8_HUMAN (+4),49 kDa,,0.022,[],,14,19,10
,TRUE,Empty,Isoform 2 of 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2,sp|Q13200-2|PSMD2_HUMAN (+2),82 kDa,,0.39,[],16,1,15,11
,TRUE,Empty,"Cytochrome c oxidase subunit 6A1, mitochondrial OS=Homo sapiens OX=9606 GN=COX6A1 PE=1 SV=4",CX6A1_HUMAN,12 kDa,,0.35,[],4,,3,6
,TRUE,Empty,Beta-crystallin A2 OS=Homo sapiens OX=9606 GN=CRYBA2 PE=1 SV=3,CRBA2_HUMAN,22 kDa,,0.5,[],,1,,41
,TRUE,Empty,"Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",ECHM_HUMAN,31 kDa,,0.15,[],12,8,6,15
,TRUE,Empty,CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2,H0YD13_HUMAN (+15),23 kDa,,0.07,[],16,11,7,8
,TRUE,Empty,Isoform 10 of Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH,sp|Q12797-10|ASPH_HUMAN (+1),83 kDa,,0.51,[],5,10,8,18
,TRUE,Empty,EEF1E1-BLOC1S5 readthrough (NMD candidate) OS=Homo sapiens OX=9606 GN=EEF1E1-BLOC1S5 PE=4 SV=2,C9J1V9_HUMAN (+3),17 kDa,,0.35,[],8,16,8,10
,TRUE,Empty,Cluster of Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1 (C9J712_HUMAN),C9J712_HUMAN [5],10 kDa,TRUE,0.55,[],8,10,7,16
,TRUE,Empty,    Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1,C9J712_HUMAN (+1),10 kDa,TRUE,0.51,[],8,10,7,15
,TRUE,Empty,    Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1,C9J0J7_HUMAN (+2),10 kDa,TRUE,0.5,[],8,8,7,16
,TRUE,Empty,Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3,sp|P15924|DESP_HUMAN,332 kDa,,0.008,[],1,2,23,13
,TRUE,Empty,Isoform Short of Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H,sp|Q15056-2|IF4H_HUMAN (+1),25 kDa,,0.23,[],10,13,6,9
,TRUE,Empty,Isoform 2 of NAD(P)H-hydrate epimerase OS=Homo sapiens OX=9606 GN=NAXE,sp|Q8NCW5-2|NNRE_HUMAN (+1),20 kDa,,0.15,[],14,6,8,13
,TRUE,Empty,Protein-arginine deiminase type-2 OS=Homo sapiens OX=9606 GN=PADI2 PE=1 SV=2,sp|Q9Y2J8|PADI2_HUMAN,76 kDa,,0.13,[],6,4,16,15
,TRUE,Empty,T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,sp|P50991|TCPD_HUMAN,58 kDa,,0.084,[],15,3,7,10
,TRUE,Empty,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3,BLVRB_HUMAN (+1),22 kDa,,0.47,[],9,9,9,13
,TRUE,Empty,Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1,sp|Q9Y281|COF2_HUMAN,19 kDa,TRUE,0.0028,"Control high, PEX eye - bi low",51,31,12,32
,TRUE,Empty,40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3,RS23_HUMAN,16 kDa,,0.46,[],7,10,12,10
,TRUE,Empty,Cytochrome b-c1 complex subunit 8 OS=Homo sapiens OX=9606 GN=UQCRQ PE=1 SV=4,QCR8_HUMAN,10 kDa,,0.07,[],16,4,9,10
,TRUE,Empty,L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2,DCXR_HUMAN (+1),26 kDa,,0.12,[],15,6,10,9
,TRUE,Empty,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens OX=9606 GN=GLIPR2 PE=1 SV=3,GAPR1_HUMAN (+1),17 kDa,,0.23,[],10,14,8,8
,TRUE,Empty,Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1,E9PK01_HUMAN (+1),29 kDa,,0.46,[],6,10,9,11
,TRUE,Empty,Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1,S10A6_HUMAN,10 kDa,,0.16,[],18,3,12,3
,TRUE,Empty,Amine oxidase [flavin-containing] B OS=Homo sapiens OX=9606 GN=MAOB PE=1 SV=3,sp|P27338|AOFB_HUMAN,59 kDa,,0.19,[],2,7,9,17
,TRUE,Empty,"Isoform 2 of Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1",sp|P34896-2|GLYC_HUMAN (+2),49 kDa,,0.08,[],6,6,18,9
,TRUE,Empty,"All-trans-retinol 13,14-reductase (Fragment) OS=Homo sapiens OX=9606 GN=RETSAT PE=1 SV=1",H7BZ81_HUMAN (+2),35 kDa,,0.46,[],14,,12,11
,TRUE,Empty,Cluster of Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1 (A0A087WTS8_HUMAN),A0A087WTS8_HUMAN [7],53 kDa,TRUE,0.34,[],13,5,9,12
,TRUE,Empty,    Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1,A0A087WTS8_HUMAN (+2),53 kDa,TRUE,0.54,[],12,5,9,12
,TRUE,Empty,    Isoform Beta of Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1,sp|Q92598-2|HS105_HUMAN (+3),92 kDa,TRUE,0.42,[],7,,,
,TRUE,Empty,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Homo sapiens OX=9606 GN=DDAH2 PE=1 SV=1",DDAH2_HUMAN,30 kDa,TRUE,0.0012,"Control high, PEX eye - bi low",21,7,0,11
,TRUE,Empty,Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2,sp|P43121|MUC18_HUMAN,72 kDa,,0.26,[],9,6,16,4
,TRUE,Empty,CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=1,F5GXJ9_HUMAN (+2),60 kDa,,0.46,[],5,13,9,11
,TRUE,Empty,Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1,A0A087WT59_HUMAN (+2),20 kDa,,0.48,[],6,10,6,12
,TRUE,Empty,PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3 PE=1 SV=2,A0A087WYF8_HUMAN (+5),30 kDa,,0.46,[],11,11,12,4
,TRUE,Empty,"Cytochrome c oxidase subunit 7A2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=COX7A2 PE=1 SV=1",D6RGV5_HUMAN,12 kDa,,0.28,[],6,7,12,12
,TRUE,Empty,Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2,GGH_HUMAN,36 kDa,,0.18,[],5,,16,17
,TRUE,Empty,Cluster of Protein transport protein SEC23 OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=1 (F5H365_HUMAN),F5H365_HUMAN [2],83 kDa,TRUE,0.22,[],6,6,11,13
,TRUE,Empty,    Protein transport protein SEC23 OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=1,F5H365_HUMAN (+1),83 kDa,TRUE,0.26,[],6,6,10,13
,TRUE,Empty,Cluster of Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1 (PSB2_HUMAN),PSB2_HUMAN,23 kDa,TRUE,0.46,[],7,8,10,9
,TRUE,Empty,    Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1,PSB2_HUMAN,23 kDa,TRUE,0.53,[],7,8,10,9
,TRUE,Empty,Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 SV=1,A0A0C4DGI3_HUMAN (+2),45 kDa,,0.29,[],10,4,7,14
,TRUE,Empty,Fermitin family homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1,A0A0U1RRM8_HUMAN (+4),62 kDa,,0.084,[],13,6,5,13
,TRUE,Empty,Heat shock 70 kDa protein 12A OS=Homo sapiens OX=9606 GN=HSPA12A PE=1 SV=1,A0A1B0GTF3_HUMAN (+1),77 kDa,,0.0018,"Control high, PEX eye - bi low",22,1,6,4
,TRUE,Empty,T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=1,B4DUR8_HUMAN (+2),56 kDa,,0.07,[],16,7,7,6
,TRUE,Empty,KN motif and ankyrin repeat domain-containing protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1,K7EIU4_HUMAN,24 kDa,,0.088,[],16,12,6,2
,TRUE,Empty,SH3 domain-binding glutamic acid-rich-like protein 2 OS=Homo sapiens OX=9606 GN=SH3BGRL2 PE=1 SV=2,SH3L2_HUMAN,12 kDa,,0.13,[],3,,14,19
,TRUE,Empty,Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,sp|Q6NZI2|CAVN1_HUMAN,43 kDa,,0.025,[],4,1,23,8
,TRUE,Empty,Histone H1x OS=Homo sapiens OX=9606 GN=H1FX PE=1 SV=1,H1X_HUMAN,22 kDa,,0.52,[],6,7,10,8
,TRUE,Empty,TMEM256-PLSCR3 readthrough (NMD candidate) OS=Homo sapiens OX=9606 GN=TMEM256-PLSCR3 PE=4 SV=1,K7ERE1_HUMAN (+1),7 kDa,,0.19,[],6,5,14,10
